Titre,Lien,Date,Contenu
News,https://realites.com.tn/fr/category/news/,10-10-2017,A une journée de l’adoption du projet de loi de Finances 2018 en Conseil des ministres – 11 octobre 2017 – et à quelques jours de sa présentation devant l’Assemblée…
Tunisair : Une croissance de 23.1 %,https://realites.com.tn/fr/tunisair-une-croissance-de-23-1/,09-10-2017,"Le trafic passagers du mois de Septembre  2017 fait état d’un accroissement de 23.1 % et ce, par rapport à la même période en 2016. Ainsi, les principaux indicateurs durant…"
News,https://realites.com.tn/fr/category/news/,09-10-2017,"Le ministère du tourisme et de l’artisanat organisera les 19 et 20 octobre 2017 à Tunis le forum tuniso-Arabe de l’investissement touristique. Le déroulement, le contenu scientifique et l’organisation logistique…"
News,https://realites.com.tn/fr/category/news/,09-10-2017,"Quatre mots d’ordre sont à retenir de la dernière mission de la délégation du Fonds Monétaire International (FMI) en Tunisie : la création d’emplois à travers des réformes économiques, une…"
Chômage : les hauts diplômés toujours à la traine,https://realites.com.tn/fr/chomage-les-hauts-diplomes-toujours-a-la-traine/,07-10-2017,"Après le déficit commercial et le taux d’inflation, un nouvel indicateur de l’économie tunisienne vient d’être dévoilé : le taux de chômage a atteint, au second trimestre de 2017, 15,3%…"
Huile d’olive : le prix du litre s’envole à Sfax !,https://realites.com.tn/fr/huile-dolive-le-prix-du-litre-senvole-a-sfax/,07-10-2017,"À maintes reprises, la bonne récolte de l’huile d’olive a été abordée par le ministre de l’Agriculture, Samir Taïeb, qui évoque même une baisse des prix de l’or vert. Néanmoins,…"
Timide baisse de l’inflation en septembre 2017,https://realites.com.tn/fr/timide-baisse-de-linflation-en-septembre-2017/,06-10-2017,"Après l’annonce du déficit commercial, qui a dépassé les 10 milliards de dinars les 8 premiers mois de 2017, c’est au tour du taux d’inflation d’être annoncé par l’Institut National…"
Loi de finances 2018 : dernière ligne droite,https://realites.com.tn/fr/loi-de-finances-2018-derniere-ligne-droite/,06-10-2017,Le projet de loi de finances 2018 se précise. Une source du ministère des Finances affirme à l’agence TAP ce vendredi 6 octobre 2017 que le texte prévoit une enveloppe…
Le déficit commercial se creuse encore,https://realites.com.tn/fr/le-deficit-commercial-se-creuse-encore/,06-10-2017,"Le commerce extérieur poursuit sa chute libre : selon un communiqué de la Banque Centrale de Tunisie (BCT), le déficit commercial a atteint 6,6% du PIB durant les 8 premiers…"
News,https://realites.com.tn/fr/category/news/,06-10-2017,"En marge des deuxièmes rencontres Africa 2017, La Tunisie et la France ont signé onze  conventions de coopération d’une valeur de 102,3 millions d’euros. Ces convention ont couronné  la tenue …"
L’UIB et l’AFD mobilisent 44 millions de dinars en faveur des investissements dans le développement durable en Tunisie,https://realites.com.tn/fr/luib-et-lafd-mobilisent-44-millions-de-dinars-en-faveur-des-investissements-dans-le-developpement-durable-en-tunisie/,05-10-2017,"L’Union Internationale de Banques (UIB) annonce la signature, jeudi 5 Octobre 2017, avec l’Agence Française de Développement (AFD) d’une ligne de crédit SUNREF, dans le cadre de la mise en…"
Mehdi Ben Gharbia répond à Leila Chettaoui,https://realites.com.tn/fr/mehdi-ben-gharbia-repond-a-leila-chettaoui/,04-10-2017,"Mehdi Ben Gharbia, ministre des relations avec les Instances Constitutionnelles, avec la société civile, et chargé des Droits de l’Homme, a été directement visé mardi soir par la députée d’Al-Horra…"
News,https://realites.com.tn/fr/category/news/,04-10-2017,"Le Ministre du Développement, de l’Investissement et de la Coopération Internationale, Zied Laadhari, a reçu mardi 03 octobre 2017 au siège de son département  Johannes Hahn, le Commissaire européen au voisinage…"
Loi de Finances 2018 : l’UGTT monte d’un cran,https://realites.com.tn/fr/loi-de-finances-2018-lugtt-monte-dun-cran/,03-10-2017,"Après avoir proposé quelques mesures afin d’éviter l’augmentation des taxes et impôts, l’Union Générale Tunisienne du travail a décidé de monter d’un cran. La centrale syndicale exige, en effet, une…"
Record historique de la production des dattes pour la saison 2017/2018,https://realites.com.tn/fr/record-historique-de-la-production-des-dattes-pour-la-saison-20172018/,03-10-2017,"Le ministre de l’agriculture Samir Bettaib a fait savoir, ce mardi 3 octobre, que la production des dattes sera historique pour la saison 2017/2018 avec 305,251 tonnes, soit une progression…"
News,https://realites.com.tn/fr/category/news/,03-10-2017,"À près de 12 jours de la soumission de sa version finale à l’Assemblée des Représentants du Peuple (ARP), le projet de loi de finances 2018 est sur toutes les…"
News,https://realites.com.tn/fr/category/news/,03-10-2017,"Annoncée depuis quelques jours, la loi de Finances 2018 fait couler beaucoup d’encre. Citoyens lambda, experts et acteurs majeurs des professions libérales se sont tous soulevés contre l’augmentation des taxes.…"
Domaines de l’Etat : la récupération des terres agricoles se poursuit,https://realites.com.tn/fr/domaines-de-letat-la-recuperation-des-terres-agricoles-se-poursuit/,01-10-2017,L’Etat récupère 5 terrains domaniaux de 12 h à Kasserine. Les services la direction régionale des domaines de l’Etat et des affaires foncières à Kasserine ont récupéré 5 terrains domaniaux…
Orange Tunisie inaugure son troisième Orange Tech Club à Sousse,https://realites.com.tn/fr/orange-tunisie-inaugure-son-troisieme-orange-tech-club-a-sousse/,29-09-2017,"Après le Kef et Nabeul, Orange Tunisie met le cap sur « la perle du Sahel » pour y installer son troisième Orange Tech Club à l’Ecole Nationale d’Ingénieurs de…"
News,https://realites.com.tn/fr/category/news/,28-09-2017,"Dans un communiqué rendu public, le ministère du commerce a annoncé une série de nouvelles nominations au niveau des directions régionales du commerce dans différents gouvernorats. Mohamed Hedi Inoubli: Directeur…"
News,https://realites.com.tn/fr/category/news/,28-09-2017,"L’accès au crédit Premier logement récemment annoncé par le ministère de l’équipement, de l’habitat et de l’aménagement du territoire, sera l’un des axes majeurs du salon Expo Finances qui se…"
News,https://realites.com.tn/fr/category/news/,28-09-2017,Les services de la direction régionale des domaines de l’Etat et des affaires foncières du gouvernorat de Manouba ont récupéré aujourd’hui une SMVDA (société de mise en valeur domaniale agricole…
Projet de loi de finances 2018 : le vrai du faux,https://realites.com.tn/fr/projet-de-loi-de-finances-2018-le-vrai-du-faux/,28-09-2017,"Le gouvernement d’union nationale s’approche du 15 octobre 2017, date à laquelle il devrait remettre sa version finale du projet de loi de finances 2018. Plusieurs fuites ont circulé dernièrement…"
Douane : nouvelle mesure pour lutter contre les fausses factures,https://realites.com.tn/fr/douane-nouvelle-mesure-pour-lutter-contre-les-fausses-factures/,28-09-2017,"Les fausses factures constituent l’un des gros casse-tête de la douane tunisienne qui a intensifié, ces dernières semaines, sa lutte contre la contrebande et les infractions douanières. Dans le cadre…"
Non classé,https://realites.com.tn/fr/category/non-classe/,27-09-2017,"L’heure est au débat autour de la loi de finance 2018. Avant même que le projet ne soit finalisé, il est au centre d’une grande polémique et chacun y va…"
PPP : Pour des villes maghrébines globales et solidaires,https://realites.com.tn/fr/ppp-pour-des-villes-maghrebines-globales-et-solidaires/,27-09-2017,"La Ville de Tunis a organisé, les 25 et 26 septembre 2017 à Tunis,  en partenariat avec le Réseau des femmes leaders du Maghreb, une conférence maghrébine intitulée « Partenariat public…"
News,https://realites.com.tn/fr/category/news/,27-09-2017,"Forte de son bon positionnement sur le marché bancaire et de la solidité de  ses assises financières, l’UIB qui fait partie du groupe Société Générale, se tourne vers l’innovation pour…"
Laadhari: Un prêt bancaire d’un 1500milliards de dinars accordés par la BID à la Tunisie,https://realites.com.tn/fr/laadhari-un-pret-bancaire-dun-1500milliards-de-dinars-accordes-par-la-bid-a-la-tunisie/,26-09-2017,"Dans une déclaration radiophonique, le ministre du développement, de l’investissement et de la coopération internationale, Zied Laadhari a fait savoir que  la Banque islamique de développement (BID) s’est engagée d’accorder un prêt…"
Somocer Group et Sanimed participent au salon Cersaie 2017,https://realites.com.tn/fr/somocer-group-et-sanimed-participent-au-salon-cersaie-2017/,26-09-2017,"Afin de renforcer leurs politiques de développement à l’international et dans le but de conquérir de nouveaux marchés étrangers, Somocer Group et la société Sanimed participent pour la deuxième année…"
News,https://realites.com.tn/fr/category/news/,26-09-2017,Le chef du gouvernement d’union nationale Youssef Chahed semble déterminé à tenir les promesses qu’il a faites lors de son passage devant les députés de l’Assemblée des Représentants du peuple…
News,https://realites.com.tn/fr/category/news/,25-09-2017,"TUNISAIR lance, à partir d’aujourd’hui lundi 25 septembre 2017, une nouvelle action de promotion tarifaire couvrant 34 destinations sur les pays suivants : la France, l‘Italie, l’Allemagne, l’Espagne, le Portugal, la…"
"TMI : 30 ans d’existence, une riche expérience",https://realites.com.tn/fr/tmi-30-ans-dexistence-une-riche-experience/,23-09-2017,TMI à fêtée ses 30 ans d’existence le 20 septembre sur les collines de Carthage aux villas romaines en présence des ses partenaires stratégiques en TIC qui se sont déplacés…
Le Four Seasons ouvre ses portes à la ministre du tourisme,https://realites.com.tn/fr/le-four-seasons-ouvre-ses-portes-a-la-ministre-du-tourisme/,23-09-2017,"Pour une avant-première, c’en est bien une et une grande et pas seulement pour la ministre du Tourisme et de l’Artisanat, Selma Elloumi Rekik. La visite qu’elle a effectuée au tout…"
Gestion de l’eau : 100 millions d’€ accordés par l’Allemagne à la Tunisie,https://realites.com.tn/fr/gestion-de-leau-100-millions-de-accordes-par-lallemagne-a-la-tunisie/,22-09-2017,La Banque allemande de développement (KFW) a accordé un prêt de 100 millions d’euros – près de 290 millions de dinars – à la Tunisie. C’est ce qu’a annoncé ce…
News,https://realites.com.tn/fr/category/news/,22-09-2017,"Les échanges commerciaux de la Tunisie avec l’extérieur ont enregistré en volume (prix constant) une hausse à l’export de l’ordre de (5,5%) et une hausse à l’import de l’ordre de…"
,https://realites.com.tn/fr/96476/,22-09-2017,L’Office national du tourisme tunisien vient de procéder à un mouvement partiel de ses représentants à l’étranger. Ces mouvements touchent tout d’abord l’Algérie avec la nomination de Foued El Oued (à ce…
"Investissement : la Tunisie, 9ème pays le plus attractif en Afrique après le Rwanda",https://realites.com.tn/fr/investissement-la-tunisie-9eme-pays-le-plus-attractif-en-afrique-apres-le-rwanda/,21-09-2017,"« Redorer l’image de la Tunisie à l’échelle internationale », c’était l’objectif affiché lors de la tenue de la grande conférence sur l’Investissement Tunisia 2020. Dix mois plus tard, l’objectif semble être…"
Réforme des caisses sociales : le gouvernement dévoile ses propositions,https://realites.com.tn/fr/reforme-des-caisses-sociales-le-gouvernement-devoile-ses-propositions/,21-09-2017,"Annoncé lors du discours du Chef du gouvernement Youssef Chahed devant l’Assemblée des Représentants du Peuple (ARP) le 11 septembre 2017, le programme de réforme des caisses sociales a finalement…"
Bientôt: Une hausse d’un point de la TVA,https://realites.com.tn/fr/bientot-une-hausse-dun-point-de-la-tva/,21-09-2017,"Dans une déclaration à Reuters, le ministre-conseiller auprès du chef du Gouvernement chargé du suivi des réformes majeures, Taoufik Rajhi a annoncé que le gouvernement envisage de réduire son déficit budgétaire…"
"Budget 2018, code des collectivités, police fiscale : lacunaires selon Habiba Louati",https://realites.com.tn/fr/budget-2018-code-des-collectivites-police-fiscale-lacunaires-selon-habiba-louati/,20-09-2017,"Ancienne directrice générale de la fiscalité au sein du ministère des Finances, Habiba Louati est intervenue ce mercredi 20 septembre 2017 dans Expresso sous sa casquette de responsable du pôle fiscalité…"
L’UBCI prête 60 millions de dollars à l’ETAP,https://realites.com.tn/fr/lubci-prete-60-millions-de-dollars-a-letap/,20-09-2017,"L’UBCI vient d’accorder à l’ETAP un financement de 60 millions de dollars US afin de lui permettre de renouveler les réserves tunisiennes d’hydrocarbures, de mettre en place l’infrastructure nécessaire pour…"
Le Conseil des chambres mixtes voit le jour,https://realites.com.tn/fr/le-conseil-des-chambres-mixtes-voit-le-jour/,19-09-2017,Les 14 chambres de commerce et d’industrie mixtes qui ont pris l’initiative de créer un conseil permanent pour mieux organiser leurs actions et être plus efficaces dans la défense de…
L’OTIC appelle au rejet de l’accord de libre échange avec la Turquie,https://realites.com.tn/fr/lotic-appelle-au-rejet-de-laccord-de-libre-echange-avec-la-turquie/,18-09-2017,Le bureau exécutif de l’organisation tunisienne pour informer le consommateur (OTIC) a appelé au rejet de l’accord de libre-échange entre la Tunisie et la Turquie. L’OTIC a précisé dans un…
News,https://realites.com.tn/fr/category/news/,16-09-2017,"Il ne se passe pas une seule journée sans que l’on parle, que ce soit dans les médias ou dans la rue, de la crise budgétaire qui frappe nos finances…"
Hausse du prix du sucre : les précisions du ministre du Commerce,https://realites.com.tn/fr/hausse-du-prix-du-sucre-les-precisions-du-ministre-du-commerce/,16-09-2017,"Plusieurs rumeurs ont circulé sur une hausse probable du prix du sucre en vrac, qui atteindrait 1,500 TND le kilogramme. Intervenant sur les ondes de Mosaïque FM ce samedi 16…"
Marché français : 700.000 touristes dans deux ans,https://realites.com.tn/fr/marche-francais-700-000-touristes-dans-deux-ans/,15-09-2017,L’heure de la reprise a sonné sur le marché français. C’est en substance la confirmation apportée par le séminaire organisé à Tunis par l’Observatoire du Tourisme qui avait choisi de débattre…
Loi de finances 2018 : grandes réserves de l’UGTT,https://realites.com.tn/fr/loi-de-finances-2018-grandes-reserves-de-lugtt/,14-09-2017,"À un mois de la date limite de sa soumission à l’Assemblée des Représentants du Peuple (ARP), le projet de loi de finances 2018 attire une fois encore les foudres…"
Emploi : 60M$ de la BM pour « Intégrer les jeunes tunisiens »,https://realites.com.tn/fr/emploi-60m-de-la-bm-pour-integrer-les-jeunes-tunisiens/,13-09-2017,"La Banque Mondiale (BM) vient d’annoncer, ce mercredi 13 septembre 2017, l’octroi d’un prêt de 60 millions de dollars à la Tunisie (145 millons de dinars). Une somme qui devrait…"
Tunisair : croissance de 19.5 %  du  trafic passagers,https://realites.com.tn/fr/tunisair-croissance-de-19-5-du-trafic-passagers/,12-09-2017,"Le trafic passagers du mois d’Aout  2017 fait état d’un accroissement de 19.5 % et ce, par rapport à la même période en 2016. Par ailleurs, les principaux indicateurs durant…"
"1 € à 3 TND, bientôt ?",https://realites.com.tn/fr/1-e-a-3-tnd-bientot/,09-09-2017,"La monnaie nationale ne cesse de se détériorer. Selon les chiffres de la Banque Centrale de Tunisie (BCT), le cours du dinar a atteint, le 7 septembre 2017, le seuil…"
Banque de l’Habitat : Consolidation des fonds propres par une augmentation du capital,https://realites.com.tn/fr/banque-de-lhabitat-consolidation-des-fonds-propres-par-une-augmentation-du-capital/,09-09-2017,La Banque de l’Habitat (BH) a décidé d’augmenter son capital social d’un montant de 68 millions de dinars(MD) pour le porter de 170 MD à 238 MD. La décision a…
Hakim Ben Hamouda : « la Tunisie manque de grands projets »,https://realites.com.tn/fr/hakim-ben-hamouda-la-tunisie-manque-de-grands-projets/,08-09-2017,"« De nombreux défis, particulièrement sur le plan économique, attendent le nouveau gouvernement d’union nationale« , selon Hakim Ben Hamouda. Intervenant dans Expresso ce vendredi 8 septembre 2017, l’ancien ministre des finances…"
Tourisme : un mois d’août exceptionnel,https://realites.com.tn/fr/tourisme-un-mois-daout-exceptionnel/,08-09-2017,"Pour le seul mois d’Août 2017, le tourisme tunisien a généré une recette-record  de 674 millions de dinars ( 257 millions d’ Euros). Une performance qui a dépassé celle réalisée…"
"L’UIB et la BERD, partenaires de choix des acteurs du commerce extérieur tunisien",https://realites.com.tn/fr/luib-et-la-berd-partenaires-de-choix-des-acteurs-du-commerce-exterieur-tunisien/,08-09-2017,"Dans le cadre de la mise en oeuvre de sa stratégie 2017-2020 de développement soutenu de son activité et de ses offres à destination des entreprises et des PME, l’Union…"
News,https://realites.com.tn/fr/category/news/,07-09-2017,"Une offre spéciale à l’occasion de la réinstauration de la ligne Sfax – Paris Après plusieurs années d’absence, Tunisair reprend la ligne Sfax-Paris CDG. Avec l’entrée en vigueur de sa…"
Pourquoi la Tunisie a-t-elle intérêt à s’ouvrir sur l’Afrique ?,https://realites.com.tn/fr/pourquoi-la-tunisie-a-t-elle-interet-a-souvrir-sur-lafrique/,06-09-2017,Le regain d’intérêt tunisien pour l’Afrique a été principalement exprimé lors de deux grands rendez-vous cette année : la 35ème conférence des Ambassadeurs et des chefs de missions diplomatiques de…
Institut tunisien de compétitivité : « le pouvoir d’achat a augmenté »,https://realites.com.tn/fr/institut-tunisien-de-competitivite-le-pouvoir-dachat-a-augmente/,06-09-2017,"Contrairement à ce que les citoyens ressentent, le pouvoir d’achat a augmenté en Tunisie. C’est ce qu’a indiqué Habib Zitouna, directeur général de l’Institut tunisien de compétitivité et des études…"
Huile d’olive : une baisse des prix à l’horizon,https://realites.com.tn/fr/huile-dolive-une-baisse-des-prix-a-lhorizon/,05-09-2017,"Fleuron de l’agriculture tunisienne, l’huile d’olive devrait réaliser d’excellentes performances cette saison, à en croire Samir Ettaïeb, ministre de l’Agriculture, de la Pêche et des ressources hydrauliques. « L’offre sera importante,…"
94 millions d’euros pour la modernisation de l’administration tunisienne,https://realites.com.tn/fr/94-millions-deuros-pour-la-modernisation-de-ladministration-tunisienne/,05-09-2017,Le chef du gouvernement Youssef Chahed a présidé ce mardi 6 septembre la cérémonie de signature d’accords de financement entre la Tunisie et l’Union européenne en présence du ministre…
Slim Ferniani : « 1000 emplois créés grâce à la BFPME au premier semestre de 2017 »,https://realites.com.tn/fr/slim-ferniani-1000-emplois-crees-grace-a-la-bfpme-au-premier-semestre-de-2017/,05-09-2017,Les six premiers mois de l’année – de janvier à juin 2017 – ont été marqués par la bonne performance de la Banque de financement des petites et moyennes entreprises…
News,https://realites.com.tn/fr/category/news/,05-09-2017,"Les derniers indicateurs économiques liés à la saison Touristique Tunisienne viennent de tomber, avec une nette amélioration aussi bien au niveau des recettes que des rentrées touristiques Cela vire au…"
Royal First Travel affrète un 747 sur Djerba,https://realites.com.tn/fr/royal-first-travel-affrete-un-747-sur-djerba/,03-09-2017,"Un Boeing 747 sur le tarmac de l’aéroport Djerba-Zarzis aujourd’hui. L’image d’un gros porteur sur l’île est devenue tellement rare qu’elle méritait d’être soulignée. L’avion, aux couleurs de Corsair, a…"
News,https://realites.com.tn/fr/category/news/,01-09-2017,"Dans une déclaration accordée à l’agence TAP jeudi 31 août 2017, la commissaire régionale du tourisme à Médenine Amel Hachani a annoncé que l’aéroport international de Djerba Zarzis a accueilli 33 vols…"
News,https://realites.com.tn/fr/category/news/,31-08-2017,"Le retour de Syphax  Airlines dans le ciel du transport aérien n’arrête pas de susciter des polémiques. Face à l’assurance affichée par son propriétaire, Mohamed Frikha et les démentis de…"
Russie: la Tunisie dans le top Ten du podium touristique,https://realites.com.tn/fr/russie-la-tunisie-dans-le-top-ten-du-podium-touristique/,30-08-2017,"Selon l’étude marketing annuelle ‘Banco’ effectuée à Moscou et dans sa région portant sur les destinations touristiques les plus populaires pour l’année 2017 selon les agences de voyages russes, la Turquie…"
News,https://realites.com.tn/fr/category/news/,30-08-2017,"L’Union Internationale de Banques (UIB) a enregistré, au cours du premier semestre 2017, une bonne performance commerciale et financière avec notamment un Produit Net Bancaire (PNB) de 134 millions de…"
Moez Joudi: « Ghannouchi encourage le blanchiment d’argent par les Awkafs »,https://realites.com.tn/fr/moez-joudi-ghannouchi-encourage-le-blanchiment-dargent-par-les-awkafs/,29-08-2017,"Le chef du parti Ennahdha, Rached Ghannouchi, n’a toujours pas lâché prise concernant la proposition de loi sur les Awkafs, en appelant la société civile à accentuer la pression sur le…"
Lutte contre le blanchiment d’argent : la Tunisie en mauvaise posture,https://realites.com.tn/fr/lutte-contre-le-blanchiment-dargent-la-tunisie-en-mauvaise-posture/,29-08-2017,"C’est une énième nouvelle accablante pour la Tunisie : dans le dernier classement Bâle III, notre pays a reculé de 70 places en matière de lutte contre le blanchiment d’argent…"
News,https://realites.com.tn/fr/category/news/,29-08-2017,"On va certainement se poser la question de savoir pourquoi on n’arrête pas de rebondir sur l’affaire de la banque franco-tunisienne, plus connue comme l’affaire BFT. En fait c’est l’inconscience…"
Les tunisiens à l’étranger allègent le déficit de la balance commerciale,https://realites.com.tn/fr/les-tunisiens-a-letranger-allegent-le-deficit-de-la-balance-commerciale/,28-08-2017,"Selon des rapports présentés par des experts lors d’un forum organisé à Tabarka sur « La contribution des Tunisiens résident à l’étranger dans l’investissement, le développement et le soutien de l’économie…"
"Trafic aérien sur la Tunisie : l’OACA annonce 9,5% de hausse",https://realites.com.tn/fr/trafic-aerien-sur-la-tunisie-loaca-annonce-95-de-hausse/,25-08-2017,"L’Office de l’aviation civile et des aéroports (OACA) a enregistré une nette amélioration en termes de trafic de vols et de passagers, respectivement, de 9,5% et de 16,1% durant les…"
Réserves en devises : la BCT ne cède pas à la panique,https://realites.com.tn/fr/reserves-en-devises-la-bct-ne-cede-pas-a-la-panique/,24-08-2017,Les réserves en devises sont considérées comme un filet de sécurité financier et sont utilisées pour subvenir aux besoins stratégiques de liquidité de l’économie en cas de pressions sur les…
Samir Taieb : Vers la limitation de la distribution de l’eau,https://realites.com.tn/fr/samir-taieb-vers-la-limitation-de-la-distribution-de-leau/,23-08-2017,"« Vu les circonstances actuelles, une politique de gestion d’eau qui suppose une coupure d’eau pour quelques heures dans la journée sera nécessaire » révèle Samir Taieb, ministre de l’Agriculture, des Ressources…"
News,https://realites.com.tn/fr/category/news/,23-08-2017,Une grande baisse en terme de production de phosphates vient d’être enregistrée au groupe chimique tunisien. Il s’agit d’une baisse due à la récurrence des grèves et des sit-ins observés…
La Tunisie a besoin de 30 à 50 milliards de dinars pour sauver son économie,https://realites.com.tn/fr/la-tunisie-a-besoin-de-30-a-50-milliards-de-dinars-pour-sauver-son-economie/,23-08-2017,"« La Tunisie a besoin de 30 à 50 milliards de dinars pour sortir de sa crise économique » annonce  Sadok Jabnoun, expert économique en développement et investissement, ce mercredi 23 août…"
Entreprises,https://realites.com.tn/fr/category/entreprises/,23-08-2017,"Lors d’une conférence de presse tenue ce mercredi 23 août 2017, l’Académie centrale du commerce international a annoncé les spécialités qu’elle dispensera pour la première fois en Tunisie dans les domaines…"
Tourisme: La Tunisie reprend des couleurs,https://realites.com.tn/fr/tourisme-la-tunisie-reprend-des-couleurs/,22-08-2017,"Après des années difficiles, des touristes de tous horizons reviennent en Tunisie. Les professionnels tablent sur une croissance de 3% et la ministre du Tourisme présente un plan offensif pour…"
News,https://realites.com.tn/fr/category/news/,22-08-2017,"La chute du dinars se poursuit, inlassablement. On a décrié ceux qui avaient prédis une telle dégringolade en enfer, on est allé jusqu’à limoger un ministre pour en avoir parlé.…"
News,https://realites.com.tn/fr/category/news/,22-08-2017,"La chute du dinars se poursuit, inlassablement. On a décrié ceux qui avaient prédis une telle dégringolade en enfer, on est allé jusqu’à limoger un ministre pour en avoir parlé.…"
Note souveraine : La sentence de Moody’s,https://realites.com.tn/fr/note-souveraine-la-sentence-de-moodys/,19-08-2017,"Les mauvaises nouvelles s’enchaînent pour la Tunisie : l’agence de notation Moody’s vient d’abaisser la note souveraine du pays qui passe de Ba1 à B1. Autrement dit, le pays est,…"
News,https://realites.com.tn/fr/category/news/,18-08-2017,"Pour relancer son économie, la Tunisie a besoin de la mise en oeuvre de pratiques économiques exceptionnelles et de mesures audacieuses: une thèse soutenue par un bon nombre d’experts. Mohamed…"
Des investisseurs étrangers quittent le Maroc pour la Tunisie,https://realites.com.tn/fr/des-investisseurs-etrangers-quittent-le-maroc-pour-la-tunisie/,16-08-2017,"Le conseiller auprès du ministre du développement et de la Coopération Internationale, Aymen Errais, était l’invité d’Expresso de ce mercredi 16 août 2017 pour évoquer les chiffres de la croissance…"
Sfax : premier centre spatial dès 2018,https://realites.com.tn/fr/sfax-premier-centre-spatial-des-2018/,16-08-2017,Un pas vient d’être franchi dans l’avenir spatial du gouvernorat de Sfax : un protocole de partenariat a été signé entre Telenet-Inc et Airbus Safran Launchers et la Technopole de…
Chômage : les femmes en tête,https://realites.com.tn/fr/chomage-les-femmes-en-tete/,15-08-2017,"Le taux de chômage a été rendu public ce mardi 15 août 2017 par Hédi Saïdi, directeur général de l’Institut National des Statistiques (INS), à l’occasion d’un point presse organisé…"
"BM : la privatisation oui, mais sous conditions",https://realites.com.tn/fr/bm-la-privatisation-oui-mais-sous-conditions/,15-08-2017,"Désigné depuis juillet dernier à la tête des opérations de La Banque Mondiale (BM) pour la Tunisie, Antonius Tony Verheijen était l’invité d’Expresso de ce mardi 15 août 2017 pour évoquer…"
L’OMT optimiste pour l’avenir du tourisme tunisien,https://realites.com.tn/fr/lomt-optimiste-pour-lavenir-du-tourisme-tunisien/,12-08-2017,"La reprise du secteur touristique a été plus d’une fois saluée par le gouvernement d’union nationale, mais pas seulement : l’Organisation Mondiale du Tourisme (OMT) a, elle aussi, mis l’accent…"
Faycel Derbel : « 2018 sera l’année du décollage économique ! »,https://realites.com.tn/fr/faycel-derbel-2018-sera-lannee-du-decollage-economique/,11-08-2017,"Le projet de loi de finances 2018 est sur toutes les lèvres dans ce contexte de crise économique aiguë. Invité dans Expresso de ce vendredi 11 août 2017, Faycel Derbel,…"
Douane : opération sensibilisation auprès des agents du Bureau Pilote Frontalier-Goulette Nord,https://realites.com.tn/fr/douane-operation-sensibilisation-aupres-des-agents-du-bureau-pilote-frontalier-goulette-nord/,11-08-2017,"200 agents douaniers du bureau pilote de la Goulette Nord. La séance inaugurale sera présidée par El  Adel Ben Hassan, Directeur Général des Douanes, et réunira les représentants de l’Instance Nationale de…"
"« La CNAM n’est pas en faillite », selon son porte-parole",https://realites.com.tn/fr/la-cnam-nest-pas-en-faillite-selon-son-porte-parole/,09-08-2017,"Salah Hmidet, chef du bureau de la communication et de l’information et porte-parole de la Caisse nationale d’assurance maladie (CNAM), était l’invité d’Expresso de ce mercredi 9 août 2017. C’était…"
Vers la baisse des subventions de l’électricité,https://realites.com.tn/fr/vers-la-baisse-des-subventions-de-lelectricite/,09-08-2017,"Intervenant dans Studio Shems de ce mercredi 9 août 2017, Taoufik Laaribi, président de la commission de la fiscalité de l’UTICA et membre du bureau exécutif de l’organisation patronale, est…"
Consommation record de l’électricité: La STEG recourt à l’importation,https://realites.com.tn/fr/consommation-record-de-lelectricite-la-steg-recourt-a-limportation/,09-08-2017,"La STEG a lancé un appel d’urgence aux citoyens pour réduire la consommation de l’électricité, ce mercredi 9 août après l’enregistrement d’un nouveau record de consommation dépassant les 3965 MW.…"
News,https://realites.com.tn/fr/category/news/,09-08-2017,"Le 31 juillet 2017 était, selon les informations ayant accompagné la décision du tribunal arbitral (CIRDI), le dernier délai pour désigner un expert pour évaluer les réparations que l’Etat devrait…"
Hakim Ben Hamouda : « la masse salariale du secteur public n’est pas le seul problème »,https://realites.com.tn/fr/hakim-ben-hamouda-la-masse-salariale-du-secteur-public-nest-pas-le-seul-probleme/,07-08-2017,"La situation économique en Tunisie est alarmante, comme en ont témoigné les propos du ministre des Finances par Intérim, Fadhel Abdelkefi, qui avait précédemment évoqué l’état déplorable des finances publiques,…"
L’inflation grignote encore le portefeuille du tunisien,https://realites.com.tn/fr/linflation-grignote-encore-le-portefeuille-du-tunisien/,07-08-2017,"L’inflation poursuit sa tendance haussière pour atteindre un niveau jamais atteint depuis juin 2015 : 5,6% en juillet 2017 selon l’Institut National des Statistiques (INS). Après une stabilisation à 4,8%…"
News,https://realites.com.tn/fr/category/news/,04-08-2017,"GO PLC a annoncé des résultats améliorés pour les six premiers mois de l’année, avec une croissance des revenus et de la rentabilité ainsi qu’une génération de cash robuste. Le résultat…"
Énergies vertes : Kébili dans le viseur d’une grande entreprise britannique,https://realites.com.tn/fr/energies-vertes-kebili-dans-le-viseur-dune-grande-entreprise-britannique/,04-08-2017,"Un nouveau pas va être franchi dans la transition énergétique en Tunisie. Kevin Sarra, PDG de l’entreprise britannique Nur Energie, déclare qu’une centrale de panneaux solaires sera créée à Kébili,…"
